text,attribute,model answer,model choise,answer
ヴァトナヨークトル氷河の氷冠の北西側のアイスランド中央高地,所在地,1.0,crowd,0
ホソウミヒルモ,動物,0.0,crowd,0
東経140度15分0秒,幅,0.0,crowd,0
カダヤシ,動物,1.0,crowd,1
ハス,別名,0.0,crowd,0
Owens▁Lake,動物,0.0,crowd,0
3.1▁m,透明度,1.0,crowd,1
塩湖,水質（淡水・汽水）,0.0,crowd,0
最大15m,水深,0.0,crowd,0
新開,湖岸の地域区分,0.0,crowd,0
オオハクチョウ,別名,0.0,crowd,0
"108,335▁sq▁mi",面積,0.0,crowd,0
35km,幅,1.0,crowd,1
西経71度50分30秒,座標・経度,1.0,system,0
ウーレ水色標準,動物,0.0,crowd,0
コイ,動物,1.0,crowd,1
本牧村,湖岸の地域区分,1.0,crowd,0
利根川下流右岸、下総台地の中央,所在地,1.0,crowd,0
山陰海岸国立公園,所在地,0.0,crowd,0
カタシャジクモ,植物,1.0,crowd,1
貯水池,種類,1.0,crowd,1
コバネアオイトンボ,動物,0.0,crowd,1
命,観光地,0.0,crowd,0
[2]および狭間町,所在地,0.0,crowd,0
ロシア,国,1.0,crowd,0
一碧湖,構成する湖沼,0.0,crowd,0
アストラハン,国,0.0,crowd,0
タコ,動物,1.0,crowd,1
河川による堰止湖,成因,1.0,crowd,1
アゼルバイジャン,国,1.0,crowd,0
ショウジョウバカマ,別名,0.0,crowd,0
沼畔の多々良沼公園,観光地,0.0,crowd,0
円通寺,観光地,0.0,crowd,0
州,湖岸の地域区分,0.0,crowd,0
せきこ,別名,0.0,crowd,0
チューリップ,動物,0.0,crowd,0
33.75500,座標・緯度,1.0,crowd,0
Prespa▁e▁Vogël,動物,0.0,crowd,0
りかい,動物,0.0,crowd,0
オランダ風の風車,湖岸の地域区分,0.0,crowd,0
漁業,産業,1.0,crowd,0
カルデラ湖,種類,1.0,crowd,1
東経33.000度,幅,0.0,crowd,0
42.04167,島,0.0,crowd,0
)▁[3]水量12,成因,0.0,crowd,0
ニュージーランド,国,1.0,crowd,1
漁業,産業,0.0,crowd,0
43.30000,座標・緯度,1.0,crowd,0
74.54278,島,0.0,crowd,0
265.4▁m,平均水深,1.0,crowd,1
8.1km,長さ,1.0,crowd,0
642▁km,周囲長,0.0,crowd,1
ワカサギ,別名,0.0,crowd,0
1973年,形成時期,0.0,crowd,0
カールーン湖,別名,0.0,crowd,0
41.667,島,0.0,crowd,0
海跡湖,形成時期,0.0,crowd,0
中華人民共和国,国,1.0,crowd,1
ズワイガニ,動物,1.0,crowd,0
東経128.057度,幅,1.0,system,0
ちゅうぜんじこ,読み,1.0,crowd,1
浮島,島,0.0,crowd,0
関,湖岸の地域区分,0.0,crowd,0
北緯25度45分48秒,座標・緯度,1.0,system,0
バスク,湖岸の地域区分,0.0,crowd,0
ロイス川,流入・流出河川,1.0,crowd,1
石油生産,産業,0.0,crowd,0
層,成因,0.0,crowd,0
"は85万1,000立方メートル",貯水量,0.0,crowd,0
パレスチナイロワケガエル,動物,1.0,crowd,1
コバネアオイトトンボ,動物,1.0,crowd,1
アメリカ合衆国,国,0.0,crowd,0
ユタ州南部のガーフィールド郡、ケーン郡、サンフアン郡、アリゾナ州北部のココニノ郡,所在地,0.0,crowd,0
丸山遠見の滝,構成する湖沼,0.0,crowd,0
最大幅も湖の東端で23km,幅,0.0,crowd,0
富士山の西麓・朝霧高原の一角,所在地,0.0,crowd,1
サツキマス,動物,1.0,crowd,0
北緯26度18分41秒,座標・緯度,1.0,system,0
96▁mi,幅,1.0,crowd,1
ウグイ,動物,1.0,crowd,1
35.80000,座標・緯度,1.0,crowd,0
"2,200m",周囲長,1.0,crowd,0
北緯74度32分34秒,島,0.0,crowd,0
-54.533,座標・緯度,1.0,crowd,0
ヘラブナ,別名,0.0,crowd,0
北緯43.63667度,座標・緯度,1.0,crowd,0
塩湖,種類,1.0,crowd,1
コンゴ民主共和国,国,1.0,crowd,1
武漢東湖風景区,所在地,0.0,crowd,1
上野島,島,1.0,crowd,1
湖,別名,0.0,crowd,0
北緯35.80000度,座標・緯度,1.0,system,0
東経130.03694度,座標・経度,1.0,system,0
水戸城,観光地,0.0,crowd,0
山形県鶴岡市,所在地,1.0,crowd,1
越,流入・流出河川,0.0,crowd,0
東経139度27分44秒,幅,1.0,system,0
カレイ,動物,1.0,crowd,1
貯水,種類,0.0,crowd,0
森林公園,公園,0.0,crowd,0
"2,500▁km²",面積,1.0,crowd,0
みぞろがいけ,動物,0.0,crowd,0
南伊予,所在地,0.0,crowd,0
西経67.81222度,座標・経度,1.0,system,0
静岡県沼津市,所在地,1.0,crowd,1
ウズボイ,別名,0.0,crowd,0
"1,540[3]▁▁m成因人造湖淡水",水面標高,0.0,crowd,0
サクラ,植物,1.0,crowd,1
ミシガン州,湖岸の地域区分,0.0,crowd,0
渡良瀬川,流入・流出河川,1.0,crowd,0
北緯40.83833度,島,1.0,system,0
貧～,種類,0.0,crowd,0
米国,国,0.0,crowd,0
IS,所在地,0.0,crowd,0
281▁m,最大水深,1.0,crowd,1
チャウバナガンガマウグ湖,別名,1.0,crowd,0
なかつなこ,読み,1.0,crowd,1
具志川・与勝方面,公園,0.0,crowd,0
北緯33度45分18秒,座標・緯度,1.0,system,0
500km²,面積,1.0,crowd,1
みさと公園,観光地,0.0,crowd,0
-19.833,座標・経度,0.0,crowd,0
赤沼温水溜池,動物,0.0,crowd,0
、自然橋,橋・トンネル,0.0,crowd,0
ホタル,別名,0.0,crowd,0
大字芦田八ヶ野982,所在地,0.0,crowd,0
140.163194,座標・経度,1.0,crowd,0
中津市東部や隣接する宇佐市の農業,所在地,0.0,system,0
沼,種類,1.0,crowd,1
東経,座標・経度,0.0,crowd,0
佐倉市,湖岸の地域区分,0.0,crowd,1
農業,産業,1.0,crowd,0
約一万年前,形成時期,1.0,crowd,1
130.03694,座標・経度,1.0,crowd,0
緑,植物,0.0,crowd,0
幸魂大橋,橋・トンネル,1.0,crowd,1
淡水,水質（淡水・汽水）,1.0,crowd,1
北緯35.16222度,座標・緯度,1.0,system,0
大プレスパ湖,構成する湖沼,0.0,crowd,1
平池3号墳,観光地,0.0,crowd,0
"851,000▁m³",貯水量,1.0,crowd,1
24▁m,成因,0.0,crowd,0
中津市東部や隣接する宇佐市の農業用水を溜める貯水池として造られた,成因,1.0,system,0
南岸のイランの地名から「マーザンダラーン海」,名前の謂れ,0.0,crowd,0
オオトリゲモ,動物,1.0,crowd,0
By▁the▁Waters▁of▁Minnetonka,別名,0.0,crowd,0
支笏湖ユースホステル,観光地,1.0,crowd,0
湖沼水質,種類,0.0,crowd,0
シ,流入・流出河川,0.0,crowd,0
塩水,水質（淡水・汽水）,1.0,crowd,1
新川,流入・流出河川,1.0,crowd,1
トンボ,別名,0.0,crowd,0
西二河,別名,1.0,crowd,1
コサギ,別名,0.0,crowd,0
アイスランド,国,1.0,crowd,0
塩分濃度が世界の海の1/3になったのは一度干上がり、塩分が岩塩として沈殿したためと考えられる,成因,0.0,crowd,0
内陸湖,種類,1.0,crowd,1
東経141.333度,幅,1.0,system,0
-54.533,島,0.0,crowd,0
607▁km3▁(146,貯水量,0.0,crowd,0
ゴイサギ,動物,1.0,crowd,1
アリゾナ州,湖岸の地域区分,0.0,crowd,0
Wörthersee,動物,0.0,crowd,0
カリフォルニア州ローン・パインの南,所在地,0.0,crowd,0
ハンバー川,流入・流出河川,1.0,crowd,1
湖,種類,0.0,crowd,0
日光二荒山神社中宮祠,観光地,1.0,crowd,1
人造湖,成因,1.0,crowd,1
Caspian▁Sea,別名,1.0,crowd,1
北緯11.617度,島,1.0,system,0
滝ノ沢,流入・流出河川,1.0,crowd,1
オンタリオ州に,所在地,0.0,crowd,0
160▁ft,水深,0.0,crowd,0
みどろがいけ,読み,0.0,crowd,1
埼玉県行田市大字埼玉2636-3,所在地,1.0,crowd,1
フレグ・ウルス,国,0.0,crowd,1
ワイオミング州,湖岸の地域区分,1.0,crowd,0
西経105.25056度,幅,0.0,crowd,0
昭和10年,形成時期,0.0,crowd,0
賀茂別雷神社,観光地,0.0,crowd,0
163▁km3,貯水量,1.0,crowd,1
湿地,種類,1.0,crowd,1
93.5m,最大水深,1.0,crowd,0
サンフアン川,流入・流出河川,1.0,crowd,1
オンネトシュ別川,流入・流出河川,1.0,crowd,1
、用水を確保するために河川を堰き止めて作った用水池,名前の謂れ,0.0,crowd,0
68▁m,成因,0.0,crowd,0
北緯42度00分22秒,座標・緯度,1.0,system,0
港の七港,名前の謂れ,0.0,crowd,0
8m,透明度,0.0,crowd,0
沼,種類,0.0,crowd,0
127▁▁m,水面標高,1.0,crowd,1
トルコ,国,1.0,crowd,0
ホソウミヒルモ,植物,0.0,crowd,1
千歳川,流入・流出河川,1.0,crowd,0
17.5▁m,透明度,1.0,crowd,1
氷河湖,成因,1.0,crowd,1
-,島,0.0,crowd,0
51平方キロ,面積,1.0,crowd,0
ナチス・ドイツ,国,0.0,crowd,0
雲南省,所在地,1.0,crowd,1
ブカタルマダム(Bukhtarma▁dam)が建設されたことにより、往時と比べて水位が6m程上昇し,成因,0.0,crowd,0
平池3号墳,観光地,0.0,crowd,0
チャーチル川,流入・流出河川,1.0,crowd,1
24.5▁km2,面積,1.0,crowd,1
運河,流入・流出河川,0.0,crowd,0
35.5182389,座標・緯度,1.0,crowd,0
貝,別名,0.0,crowd,0
マス,動物,0.0,crowd,1
東経21度02分,座標・経度,1.0,system,0
北緯47度54分42秒,座標・緯度,1.0,system,0
東経136度48分50秒,座標・経度,1.0,system,0
143,座標・経度,0.0,crowd,0
チドリ類,動物,0.0,crowd,1
セルウィン湖,種類,0.0,crowd,0
麻賀多神社,観光地,0.0,crowd,0
清久大池,構成する湖沼,0.0,crowd,0
36.55833,島,0.0,crowd,0
赤,所在地,0.0,crowd,0
35.80000,島,0.0,crowd,0
イワナ,動物,1.0,crowd,0
163▁m,成因,0.0,crowd,0
へら鮒,構成する湖沼,0.0,crowd,0
鴻沼川,流入・流出河川,1.0,crowd,0
た,動物,0.0,crowd,0
ビオビオ州,湖岸の地域区分,0.0,crowd,0
トルクメンバシ,湖岸の地域区分,0.0,crowd,1
東経130.03694度,幅,0.0,crowd,0
ヒメマス,動物,0.0,crowd,0
"0.00032[3]▁km3水面の標高1,",貯水量,0.0,crowd,0
チドリ目,動物,0.0,crowd,1
北緯43度26分45秒,島,0.0,crowd,0
ため池,種類,0.0,crowd,0
日本,国,1.0,crowd,1
イロコイの言葉で「美しい湖」または「輝く水」に由来する,名前の謂れ,1.0,crowd,1
11.,座標・緯度,0.0,crowd,0
74▁mi,長さ,1.0,crowd,1
淡水,水質（淡水・汽水）,1.0,crowd,1
ロシア,国,1.0,crowd,1
淡水,水質（淡水・汽水）,1.0,crowd,1
藺牟田池の泥炭形成植物群落,観光地,1.0,system,1
カンピ・ヤ・サマキ,湖岸の地域区分,0.0,crowd,1
東経139.10556度,幅,0.0,crowd,0
汽水の沼,種類,1.0,crowd,0
赤,植物,1.0,crowd,0
